428,"t","2014 Organic Survey: Released September 17, 2015, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
428,"t","Table 48.  Marketing Practices – Certified Organic Farms:  2014 (continued)"
428,"t","[For meaning of abbreviations and symbols, see introductory text.]"
428,"h","","","","","","","",""
428,"h","","","West Virginia","West Virginia","Wisconsin","Wisconsin","Wyoming","Wyoming"
428,"h","","","","","","","",""
428,"h","","","","Percent","","Percent","","Percent"
428,"h","Item","","Farms","of sales","Farms","of sales","Farms","of sales"
428,"h","","","","","","","",""
428,"d","SALES OUTLETS","",,,,,,
428,"d","","",,,,,,
428,"d","Consumer direct sales","farms",6,"(D)",393,10,12,"(D)"
428,"d","Direct-to-retail/Institutions sales","farms",4,"(D)",151,5,1,"(D)"
428,"d","Wholesale market sales","farms",1,"(D)",854,85,40,80
428,"d","","",,,,,,
428,"d","FIRST POINT OF SALES","",,,,,,
428,"d","","",,,,,,
428,"d","Locally (within 100 miles)","farms",8,"(D)",934,58,24,35
428,"d","Regionally (more than 100 miles but less","",,,,,,
428,"d"," than 500 miles)","farms",1,"(D)",351,31,22,33
428,"d","Nationally (500 miles or further)","farms",-,-,84,11,7,32
428,"d","Internationally","farms",-,-,8,"(Z)",-,-
428,"d","","",,,,,,
428,"d","OTHER MARKETING INFORMATION","",,,,,,
428,"d","","",,,,,,
428,"d","Sold products through community supported","",,,,,,
428,"d"," agriculture (CSA) shares","farms",3,"(X)",80,"(X)",8,"(X)"
428,"d","Acquired sufficient amount of organic","",,,,,,
428,"d"," seed","farms",-,"(X)",832,"(X)",33,"(X)"
428,"d","Had adequate organic production inputs","",,,,,,
428,"d"," available","farms",5,"(X)",978,"(X)",34,"(X)"
428,"c",""
