424,"t","2014 Organic Survey: Released September 17, 2015, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
424,"t","Table 48.  Marketing Practices – Certified Organic Farms:  2014 (continued)"
424,"t","[For meaning of abbreviations and symbols, see introductory text.]"
424,"h","","","","","","","","","",""
424,"h","","","New York","New York","North Carolina","North Carolina","North Dakota","North Dakota","Ohio","Ohio"
424,"h","","","","","","","","","",""
424,"h","","","","Percent","","Percent","","Percent","","Percent"
424,"h","Item","","Farms","of sales","Farms","of sales","Farms","of sales","Farms","of sales"
424,"h","","","","","","","","","",""
424,"d","SALES OUTLETS","",,,,,,,,
424,"d","","",,,,,,,,
424,"d","Consumer direct sales","farms",398,23,98,7,15,"(D)",138,7
424,"d","Direct-to-retail/Institutions sales","farms",162,5,59,11,6,"(D)",57,2
424,"d","Wholesale market sales","farms",526,72,127,82,81,89,407,91
424,"d","","",,,,,,,,
424,"d","FIRST POINT OF SALES","",,,,,,,,
424,"d","","",,,,,,,,
424,"d","Locally (within 100 miles)","farms",648,57,167,51,33,"(D)",355,"(D)"
424,"d","Regionally (more than 100 miles but less","",,,,,,,,
424,"d"," than 500 miles)","farms",322,40,53,37,54,52,196,"(D)"
424,"d","Nationally (500 miles or further)","farms",57,3,14,11,39,39,55,6
424,"d","Internationally","farms",3,"(Z)",5,1,3,"(D)",5,"(D)"
424,"d","","",,,,,,,,
424,"d","OTHER MARKETING INFORMATION","",,,,,,,,
424,"d","","",,,,,,,,
424,"d","Sold products through community supported","",,,,,,,,
424,"d"," agriculture (CSA) shares","farms",71,"(X)",33,"(X)",8,"(X)",45,"(X)"
424,"d","Acquired sufficient amount of organic","",,,,,,,,
424,"d"," seed","farms",590,"(X)",113,"(X)",58,"(X)",374,"(X)"
424,"d","Had adequate organic production inputs","",,,,,,,,
424,"d"," available","farms",699,"(X)",138,"(X)",59,"(X)",423,"(X)"
424,"h","","","","","","","","","",""
424,"h","","","Oklahoma","Oklahoma","Oregon","Oregon","Pennsylvania","Pennsylvania","Rhode Island","Rhode Island"
424,"h","","","","","","","","","",""
424,"h","","","","Percent","","Percent","","Percent","","Percent"
424,"h","Item","","Farms","of sales","Farms","of sales","Farms","of sales","Farms","of sales"
424,"h","","","","","","","","","",""
424,"d","SALES OUTLETS","",,,,,,,,
424,"d","","",,,,,,,,
424,"d","Consumer direct sales","farms",25,"(D)",236,10,217,"(D)",21,74
424,"d","Direct-to-retail/Institutions sales","farms",9,1,131,5,85,3,14,"(D)"
424,"d","Wholesale market sales","farms",24,"(D)",278,85,524,"(D)",7,"(D)"
424,"d","","",,,,,,,,
424,"d","FIRST POINT OF SALES","",,,,,,,,
424,"d","","",,,,,,,,
424,"d","Locally (within 100 miles)","farms",29,"(D)",367,59,416,52,23,100
424,"d","Regionally (more than 100 miles but less","",,,,,,,,
424,"d"," than 500 miles)","farms",6,"(D)",178,"(D)",335,38,-,-
424,"d","Nationally (500 miles or further)","farms",4,2,59,"(D)",47,10,-,-
424,"d","Internationally","farms",-,-,18,"(Z)",9,"(Z)",-,-
424,"d","","",,,,,,,,
424,"d","OTHER MARKETING INFORMATION","",,,,,,,,
424,"d","","",,,,,,,,
424,"d","Sold products through community supported","",,,,,,,,
424,"d"," agriculture (CSA) shares","farms",9,"(X)",44,"(X)",89,"(X)",10,"(X)"
424,"d","Acquired sufficient amount of organic","",,,,,,,,
424,"d"," seed","farms",19,"(X)",234,"(X)",444,"(X)",17,"(X)"
424,"d","Had adequate organic production inputs","",,,,,,,,
424,"d"," available","farms",23,"(X)",346,"(X)",561,"(X)",19,"(X)"
424,"c",""
424,"c","--continued"
