416,"t","2014 Organic Survey: Released September 17, 2015, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
416,"t","Table 48.  Marketing Practices – Certified Organic Farms:  2014"
416,"t","[For meaning of abbreviations and symbols, see introductory text.]"
416,"h","","","","","","","","","",""
416,"h","","","United States","United States","Alabama","Alabama","Alaska","Alaska","Arizona","Arizona"
416,"h","","","","","","","","","",""
416,"h","","","","Percent","","Percent","","Percent","","Percent"
416,"h","Item","","Farms","of sales","Farms","of sales","Farms","of sales","Farms","of sales"
416,"h","","","","","","","","","",""
416,"d","SALES OUTLETS","",,,,,,,,
416,"d","","",,,,,,,,
416,"d","Consumer direct sales","farms",5144,8,15,61,7,89,23,2
416,"d","Direct-to-retail/Institutions sales","farms",3140,14,3,"(D)",6,"(D)",21,1
416,"d","Wholesale market sales","farms",8750,78,4,"(D)",1,"(D)",34,97
416,"d","","",,,,,,,,
416,"d","FIRST POINT OF SALES","",,,,,,,,
416,"d","","",,,,,,,,
416,"d","Locally (within 100 miles)","farms",9770,46,15,66,7,"(D)",43,30
416,"d","Regionally (more than 100 miles but less","",,,,,,,,
416,"d"," than 500 miles)","farms",4630,34,4,34,2,"(D)",14,41
416,"d","Nationally (500 miles or further)","farms",1863,18,-,-,-,-,15,26
416,"d","Internationally","farms",388,2,-,-,-,-,3,3
416,"d","","",,,,,,,,
416,"d","OTHER MARKETING INFORMATION","",,,,,,,,
416,"d","","",,,,,,,,
416,"d","Sold products through community supported","",,,,,,,,
416,"d"," agriculture (CSA) shares","farms",1361,"(X)",-,"(X)",3,"(X)",13,"(X)"
416,"d","Acquired sufficient amount of organic","",,,,,,,,
416,"d"," seed","farms",7437,"(X)",7,"(X)",6,"(X)",34,"(X)"
416,"d","Had adequate organic production inputs","",,,,,,,,
416,"d"," available","farms",9829,"(X)",9,"(X)",6,"(X)",42,"(X)"
416,"h","","","","","","","","","",""
416,"h","","","Arkansas","Arkansas","California","California","Colorado","Colorado","Connecticut","Connecticut"
416,"h","","","","","","","","","",""
416,"h","","","","Percent","","Percent","","Percent","","Percent"
416,"h","Item","","Farms","of sales","Farms","of sales","Farms","of sales","Farms","of sales"
416,"h","","","","","","","","","",""
416,"d","SALES OUTLETS","",,,,,,,,
416,"d","","",,,,,,,,
416,"d","Consumer direct sales","farms",18,"(D)",870,5,49,4,73,64
416,"d","Direct-to-retail/Institutions sales","farms",19,3,897,23,43,4,35,8
416,"d","Wholesale market sales","farms",12,"(D)",1787,72,110,92,16,28
416,"d","","",,,,,,,,
416,"d","FIRST POINT OF SALES","",,,,,,,,
416,"d","","",,,,,,,,
416,"d","Locally (within 100 miles)","farms",25,"(D)",2142,48,94,75,78,93
416,"d","Regionally (more than 100 miles but less","",,,,,,,,
416,"d"," than 500 miles)","farms",4,"(D)",913,28,61,18,7,7
416,"d","Nationally (500 miles or further)","farms",1,"(D)",588,22,32,"(D)",3,"(Z)"
416,"d","Internationally","farms",-,-,163,2,1,"(D)",-,-
416,"d","","",,,,,,,,
416,"d","OTHER MARKETING INFORMATION","",,,,,,,,
416,"d","","",,,,,,,,
416,"d","Sold products through community supported","",,,,,,,,
416,"d"," agriculture (CSA) shares","farms",12,"(X)",187,"(X)",18,"(X)",32,"(X)"
416,"d","Acquired sufficient amount of organic","",,,,,,,,
416,"d"," seed","farms",14,"(X)",1061,"(X)",54,"(X)",55,"(X)"
416,"d","Had adequate organic production inputs","",,,,,,,,
416,"d"," available","farms",14,"(X)",1906,"(X)",97,"(X)",60,"(X)"
416,"c",""
416,"c","--continued"
