222,"t","2014 Organic Survey: Released September 17, 2015, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
222,"t","Table 22.  Marketing Practices – Certified and Exempt Organic Farms:  2014 (continued)"
222,"t","[For meaning of abbreviations and symbols, see introductory text.]"
222,"h","","","","","","","","","",""
222,"h","","","South Carolina","South Carolina","South Dakota","South Dakota","Tennessee","Tennessee","Texas","Texas"
222,"h","","","","","","","","","",""
222,"h","","","","Percent","","Percent","","Percent","","Percent"
222,"h","Item","","Farms","of sales","Farms","of sales","Farms","of sales","Farms","of sales"
222,"h","","","","","","","","","",""
222,"d","SALES OUTLETS","",,,,,,,,
222,"d","","",,,,,,,,
222,"d","Consumer direct sales","farms",45,"(D)",15,"(D)",41,16,90,3
222,"d","Direct-to-retail/Institutions sales","farms",18,"(D)",2,"(D)",11,6,42,8
222,"d","Wholesale market sales","farms",13,"(D)",71,96,17,78,159,89
222,"d","","",,,,,,,,
222,"d","FIRST POINT OF SALES","",,,,,,,,
222,"d","","",,,,,,,,
222,"d","Locally (within 100 miles)","farms",47,"(D)",29,"(D)",49,"(D)",185,25
222,"d","Regionally (more than 100 miles but less","",,,,,,,,
222,"d"," than 500 miles)","farms",6,"(D)",57,68,7,58,60,54
222,"d","Nationally (500 miles or further)","farms",2,"(D)",21,"(D)",2,"(D)",39,20
222,"d","Internationally","farms",-,-,-,-,-,-,13,1
222,"d","","",,,,,,,,
222,"d","OTHER MARKETING INFORMATION","",,,,,,,,
222,"d","","",,,,,,,,
222,"d","Sold products through community supported","",,,,,,,,
222,"d"," agriculture (CSA) shares","farms",12,"(X)",-,"(X)",7,"(X)",23,"(X)"
222,"d","Acquired sufficient amount of organic","",,,,,,,,
222,"d"," seed","farms",35,"(X)",48,"(X)",36,"(X)",113,"(X)"
222,"d","Had adequate organic production inputs","",,,,,,,,
222,"d"," available","farms",36,"(X)",62,"(X)",46,"(X)",165,"(X)"
222,"h","","","","","","","","","",""
222,"h","","","Utah","Utah","Vermont","Vermont","Virginia","Virginia","Washington","Washington"
222,"h","","","","","","","","","",""
222,"h","","","","Percent","","Percent","","Percent","","Percent"
222,"h","Item","","Farms","of sales","Farms","of sales","Farms","of sales","Farms","of sales"
222,"h","","","","","","","","","",""
222,"d","SALES OUTLETS","",,,,,,,,
222,"d","","",,,,,,,,
222,"d","Consumer direct sales","farms",30,5,312,17,85,9,353,13
222,"d","Direct-to-retail/Institutions sales","farms",9,2,179,12,37,6,199,13
222,"d","Wholesale market sales","farms",38,93,332,71,97,85,433,74
222,"d","","",,,,,,,,
222,"d","FIRST POINT OF SALES","",,,,,,,,
222,"d","","",,,,,,,,
222,"d","Locally (within 100 miles)","farms",45,31,395,40,149,72,610,41
222,"d","Regionally (more than 100 miles but less","",,,,,,,,
222,"d"," than 500 miles)","farms",25,63,241,54,37,21,215,31
222,"d","Nationally (500 miles or further)","farms",4,"(D)",70,6,8,"(D)",161,25
222,"d","Internationally","farms",2,"(D)",6,"(Z)",1,"(D)",61,3
222,"d","","",,,,,,,,
222,"d","OTHER MARKETING INFORMATION","",,,,,,,,
222,"d","","",,,,,,,,
222,"d","Sold products through community supported","",,,,,,,,
222,"d"," agriculture (CSA) shares","farms",2,"(X)",77,"(X)",21,"(X)",82,"(X)"
222,"d","Acquired sufficient amount of organic","",,,,,,,,
222,"d"," seed","farms",32,"(X)",288,"(X)",112,"(X)",326,"(X)"
222,"d","Had adequate organic production inputs","",,,,,,,,
222,"d"," available","farms",47,"(X)",384,"(X)",118,"(X)",546,"(X)"
222,"c",""
222,"c","--continued"
