199,"t","2014 Organic Survey: Released September 17, 2015, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
199,"t","Table 19.  Value of Organic Crops Loss from Presence of Genetically Modified Organisms (GMOs) – Certified and Exempt Organic Farms:  2014 and Earlier Years"
199,"t","[For meaning of abbreviations and symbols, see introductory text.]"
199,"h","","","","","","",""
199,"h","","2011 through 2014","2011 through 2014","2011 through 2014","2006 through 2010","2006 through 2010","2006 through 2010"
199,"h","","","","","","",""
199,"h","","","Value of","Average loss","","Value of","Average loss"
199,"h","","","economic loss","per farm","","economic loss","per farm"
199,"h","Geographic area","Farms","(dollars)","(dollars)","Farms","(dollars)","(dollars)"
199,"h","","","","","","",""
199,"d","United States",92,6108322,66395,13,78974,6075
199,"d","",,,,,,
199,"d","California",4,664000,166000,-,-,-
199,"d","Florida",2,"(D)","(D)",-,-,-
199,"d","Illinois",16,621506,38844,1,"(D)","(D)"
199,"d","Indiana",2,"(D)","(D)",-,-,-
199,"d","Iowa",8,33840,4230,2,"(D)","(D)"
199,"d","",,,,,,
199,"d","Kansas",1,"(D)","(D)",1,"(D)","(D)"
199,"d","Maine",3,45000,15000,-,-,-
199,"d","Maryland",3,"(D)","(D)",-,-,-
199,"d","Massachusetts",3,"(D)","(D)",-,-,-
199,"d","Michigan",2,"(D)","(D)",-,-,-
199,"d","",,,,,,
199,"d","Minnesota",3,82440,27480,2,"(D)","(D)"
199,"d","Missouri",4,38800,9700,3,"(D)","(D)"
199,"d","Nebraska",10,362950,36295,1,"(D)","(D)"
199,"d","New Jersey",1,"(D)","(D)",-,-,-
199,"d","North Carolina",2,"(D)","(D)",-,-,-
199,"d","",,,,,,
199,"d","North Dakota",1,"(D)","(D)",-,-,-
199,"d","Ohio",9,119816,13313,-,-,-
199,"d","Oklahoma",2,"(D)","(D)",-,-,-
199,"d","Pennsylvania",5,"(D)","(D)",-,-,-
199,"d","South Dakota",2,"(D)","(D)",-,-,-
199,"d","",,,,,,
199,"d","Texas",3,3850000,1283333,-,-,-
199,"d","Utah",-,-,-,-,-,-
199,"d","Wisconsin",6,"(D)","(D)",3,18000,6000
199,"c",""
199,"c","--continued"
