557,"t","2014 Organic Survey: Released September 17, 2015, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
557,"t","Table 78.  Years Involved in Agricultural Production – Exempt Organic Farms:  2014"
557,"t","[For meaning of abbreviations and symbols, see introductory text.]"
557,"h","","","","","","","",""
557,"h","","","Percent of farms by years involved in agricultural production","Percent of farms by years involved in agricultural production","Percent of farms by years involved in agricultural production","Percent of farms by years involved in agricultural production","Percent of farms by years involved in agricultural production","Percent of farms by years involved in agricultural production"
557,"h","","","","","","","",""
557,"h","Geographic","","Less than 10","10 to 19","20 to 29","30 to 39","40 to 49","50 or more"
557,"h","area","Farms","years","years","years","years","years","years"
557,"h","","","","","","","",""
557,"d","United States",1459,40,30,16,7,4,3
557,"d","",,,,,,,
557,"d","Alabama",13,69,31,-,-,-,-
557,"d","Alaska",10,50,40,-,10,-,-
557,"d","Arkansas",8,38,13,25,25,-,-
557,"d","California",173,34,28,19,8,5,6
557,"d","Colorado",23,52,17,13,4,9,4
557,"d","",,,,,,,
557,"d","Connecticut",44,59,18,7,5,11,-
557,"d","Delaware",4,75,25,-,-,-,-
557,"d","Florida",20,35,15,35,-,15,-
557,"d","Georgia",31,61,13,26,-,-,-
557,"d","Hawaii",45,18,60,13,9,-,-
557,"d","",,,,,,,
557,"d","Idaho",10,-,40,20,20,-,20
557,"d","Illinois",34,38,47,6,6,-,3
557,"d","Indiana",31,48,29,23,-,-,-
557,"d","Iowa",19,47,16,37,-,-,-
557,"d","Kansas",6,-,-,67,33,-,-
557,"d","",,,,,,,
557,"d","Kentucky",21,48,33,5,5,10,-
557,"d","Louisiana",9,-,56,22,-,-,22
557,"d","Maine",73,37,42,10,8,-,3
557,"d","Maryland",10,-,80,-,20,-,-
557,"d","Massachusetts",48,48,23,17,4,-,8
557,"d","",,,,,,,
557,"d","Michigan",44,34,30,23,7,-,7
557,"d","Minnesota",37,24,43,19,8,5,-
557,"d","Missouri",32,47,28,13,9,3,-
557,"d","Montana",9,22,44,11,22,-,-
557,"d","Nebraska",4,-,50,50,-,-,-
557,"d","",,,,,,,
557,"d","Nevada",4,-,75,25,-,-,-
557,"d","New Hampshire",38,66,29,5,-,-,-
557,"d","New Jersey",27,30,26,19,11,11,4
557,"d","New Mexico",11,82,18,-,-,-,-
557,"d","New York",62,42,31,8,5,6,8
557,"d","",,,,,,,
557,"d","North Carolina",64,47,25,13,13,3,-
557,"d","Ohio",42,40,19,21,10,-,10
557,"d","Oklahoma",10,70,30,-,-,-,-
557,"d","Oregon",70,19,27,34,7,10,3
557,"d","Pennsylvania",26,19,38,4,31,-,8
557,"d","",,,,,,,
557,"d","Rhode Island",1,-,-,-,-,100,-
557,"d","South Carolina",12,42,42,17,-,-,-
557,"d","South Dakota",2,-,50,-,50,-,-
557,"d","Tennessee",24,42,21,8,17,13,-
557,"d","Texas",56,59,25,11,4,2,-
557,"d","",,,,,,,
557,"d","Vermont",36,22,64,6,3,6,-
557,"d","Virginia",28,54,32,14,-,-,-
557,"d","Washington",73,56,19,12,3,7,3
557,"d","West Virginia",15,60,27,-,-,13,-
557,"d","Wisconsin",100,36,22,28,11,-,3
557,"c",""
