572,"t","2014 Organic Survey: Released September 17, 2015, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
572,"t","Table 92.  Production from Land Transitioning to Organic Production Sold Under Marketing Contracts – Exempt Organic Farms:  2014"
572,"t","[For meaning of abbreviations and symbols, see introductory text.]"
572,"h","","","","","","",""
572,"h","","","Farms by percent of production from transitional acres sold under marketing contracts","Farms by percent of production from transitional acres sold under marketing contracts","Farms by percent of production from transitional acres sold under marketing contracts","Farms by percent of production from transitional acres sold under marketing contracts","Farms by percent of production from transitional acres sold under marketing contracts"
572,"h","","","","","","",""
572,"h","","","Less than","25 to","50 to","75 to","100 percent"
572,"h","Geographic area","Farms","25 percent","49 percent","74 percent","99 percent","or more"
572,"h","","","","","","",""
572,"d","United States",6,5,-,-,-,1
572,"d","",,,,,,
572,"d","California",1,-,-,-,-,1
572,"d","New Jersey",1,1,-,-,-,-
572,"d","Oklahoma",2,2,-,-,-,-
572,"d","Pennsylvania",2,2,-,-,-,-
572,"c",""
