569,"t","2014 Organic Survey: Released September 17, 2015, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
569,"t","Table 89.  Production from Land Transitioning to Organic Production Sold Under Marketing Contracts – Non-Organic Farms:  2014"
569,"t","[For meaning of abbreviations and symbols, see introductory text.]"
569,"h","","","","","","",""
569,"h","","","Farms by percent of production from transitional acres sold under marketing contracts","Farms by percent of production from transitional acres sold under marketing contracts","Farms by percent of production from transitional acres sold under marketing contracts","Farms by percent of production from transitional acres sold under marketing contracts","Farms by percent of production from transitional acres sold under marketing contracts"
569,"h","","","","","","",""
569,"h","","","Less than","25 to","50 to","75 to","100 percent"
569,"h","Geographic area","Farms","25 percent","49 percent","74 percent","99 percent","or more"
569,"h","","","","","","",""
569,"d","United States",54,10,2,14,7,21
569,"d","",,,,,,
569,"d","Alabama",2,2,-,-,-,-
569,"d","California",11,-,-,-,2,9
569,"d","Colorado",2,-,-,-,-,2
569,"d","Massachusetts",2,-,-,2,-,-
569,"d","Michigan",3,3,-,-,-,-
569,"d","",,,,,,
569,"d","Minnesota",3,-,-,3,-,-
569,"d","Nevada",3,-,-,-,3,-
569,"d","New Mexico",2,-,-,2,-,-
569,"d","Oregon",5,2,-,1,2,-
569,"d","Pennsylvania",1,-,1,-,-,-
569,"d","",,,,,,
569,"d","South Carolina",4,-,-,4,-,-
569,"d","Texas",5,-,-,2,-,3
569,"d","Washington",1,-,-,-,-,1
569,"d","Wisconsin",10,3,1,-,-,6
569,"c",""
