560,"t","2014 Organic Survey: Released September 17, 2015, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
560,"t","Table 80.  Net Household Income from Organic Sales – Exempt Organic Farms:  2014"
560,"t","[For meaning of abbreviations and symbols, see introductory text.]"
560,"h","","","","","","",""
560,"h","","","Percent of farms by percent of net household income from organic sales","Percent of farms by percent of net household income from organic sales","Percent of farms by percent of net household income from organic sales","Percent of farms by percent of net household income from organic sales","Percent of farms by percent of net household income from organic sales"
560,"h","","","","","","",""
560,"h","Geographic","","Less than","25 to 49","50 to 74","75 to 99","100"
560,"h","area","Farms","25 percent","percent","percent","percent","percent"
560,"h","","","","","","",""
560,"d","United States",1459,90,6,3,1,-
560,"d","",,,,,,
560,"d","Alabama",13,100,-,-,-,-
560,"d","Alaska",10,90,10,-,-,-
560,"d","Arkansas",8,100,-,-,-,-
560,"d","California",173,95,3,2,-,-
560,"d","Colorado",23,83,17,-,-,-
560,"d","",,,,,,
560,"d","Connecticut",44,84,16,-,-,-
560,"d","Delaware",4,100,-,-,-,-
560,"d","Florida",20,100,-,-,-,-
560,"d","Georgia",31,94,6,-,-,-
560,"d","Hawaii",45,91,9,-,-,-
560,"d","",,,,,,
560,"d","Idaho",10,100,-,-,-,-
560,"d","Illinois",34,76,12,12,-,-
560,"d","Indiana",31,90,6,-,4,-
560,"d","Iowa",19,95,-,5,-,-
560,"d","Kansas",6,100,-,-,-,-
560,"d","",,,,,,
560,"d","Kentucky",21,100,-,-,-,-
560,"d","Louisiana",9,100,-,-,-,-
560,"d","Maine",73,77,16,3,4,-
560,"d","Maryland",10,100,-,-,-,-
560,"d","Massachusetts",48,85,10,5,-,-
560,"d","",,,,,,
560,"d","Michigan",44,93,-,7,-,-
560,"d","Minnesota",37,86,9,-,5,-
560,"d","Missouri",32,91,6,3,-,-
560,"d","Montana",9,78,22,-,-,-
560,"d","Nebraska",4,100,-,-,-,-
560,"d","",,,,,,
560,"d","Nevada",4,100,-,-,-,-
560,"d","New Hampshire",38,95,-,5,-,-
560,"d","New Jersey",27,96,4,-,-,-
560,"d","New Mexico",11,100,-,-,-,-
560,"d","New York",62,94,3,3,-,-
560,"d","",,,,,,
560,"d","North Carolina",64,86,5,9,-,-
560,"d","Ohio",42,98,-,2,-,-
560,"d","Oklahoma",10,80,20,-,-,-
560,"d","Oregon",70,91,5,-,4,-
560,"d","Pennsylvania",26,81,11,8,-,-
560,"d","",,,,,,
560,"d","Rhode Island",1,100,-,-,-,-
560,"d","South Carolina",12,83,-,-,17,-
560,"d","South Dakota",2,50,50,-,-,-
560,"d","Tennessee",24,92,-,8,-,-
560,"d","Texas",56,86,7,2,5,-
560,"d","",,,,,,
560,"d","Vermont",36,94,6,-,-,-
560,"d","Virginia",28,100,-,-,-,-
560,"d","Washington",73,94,3,-,3,-
560,"d","West Virginia",15,100,-,-,-,-
560,"d","Wisconsin",100,86,6,6,2,-
560,"c",""
