220,"t","2014 Organic Survey: Released September 17, 2015, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
220,"t","Table 22.  Marketing Practices – Certified and Exempt Organic Farms:  2014 (continued)"
220,"t","[For meaning of abbreviations and symbols, see introductory text.]"
220,"h","","","","","","","","","",""
220,"h","","","New York","New York","North Carolina","North Carolina","North Dakota","North Dakota","Ohio","Ohio"
220,"h","","","","","","","","","",""
220,"h","","","","Percent","","Percent","","Percent","","Percent"
220,"h","Item","","Farms","of sales","Farms","of sales","Farms","of sales","Farms","of sales"
220,"h","","","","","","","","","",""
220,"d","SALES OUTLETS","",,,,,,,,
220,"d","","",,,,,,,,
220,"d","Consumer direct sales","farms",454,23,153,7,15,"(D)",179,7
220,"d","Direct-to-retail/Institutions sales","farms",182,5,77,12,6,"(D)",66,2
220,"d","Wholesale market sales","farms",529,72,138,81,81,89,410,91
220,"d","","",,,,,,,,
220,"d","FIRST POINT OF SALES","",,,,,,,,
220,"d","","",,,,,,,,
220,"d","Locally (within 100 miles)","farms",710,57,231,51,33,"(D)",397,41
220,"d","Regionally (more than 100 miles but less","",,,,,,,,
220,"d"," than 500 miles)","farms",327,40,60,37,54,52,199,"(D)"
220,"d","Nationally (500 miles or further)","farms",57,3,21,11,39,39,55,6
220,"d","Internationally","farms",3,"(Z)",5,1,3,"(D)",7,"(D)"
220,"d","","",,,,,,,,
220,"d","OTHER MARKETING INFORMATION","",,,,,,,,
220,"d","","",,,,,,,,
220,"d","Sold products through community supported","",,,,,,,,
220,"d"," agriculture (CSA) shares","farms",82,"(X)",37,"(X)",8,"(X)",47,"(X)"
220,"d","Acquired sufficient amount of organic","",,,,,,,,
220,"d"," seed","farms",641,"(X)",155,"(X)",58,"(X)",403,"(X)"
220,"d","Had adequate organic production inputs","",,,,,,,,
220,"d"," available","farms",742,"(X)",190,"(X)",59,"(X)",459,"(X)"
220,"h","","","","","","","","","",""
220,"h","","","Oklahoma","Oklahoma","Oregon","Oregon","Pennsylvania","Pennsylvania","Rhode Island","Rhode Island"
220,"h","","","","","","","","","",""
220,"h","","","","Percent","","Percent","","Percent","","Percent"
220,"h","Item","","Farms","of sales","Farms","of sales","Farms","of sales","Farms","of sales"
220,"h","","","","","","","","","",""
220,"d","SALES OUTLETS","",,,,,,,,
220,"d","","",,,,,,,,
220,"d","Consumer direct sales","farms",33,11,289,10,242,5,21,73
220,"d","Direct-to-retail/Institutions sales","farms",9,1,154,5,85,3,14,"(D)"
220,"d","Wholesale market sales","farms",26,88,288,85,525,92,8,"(D)"
220,"d","","",,,,,,,,
220,"d","FIRST POINT OF SALES","",,,,,,,,
220,"d","","",,,,,,,,
220,"d","Locally (within 100 miles)","farms",39,"(D)",437,59,440,52,24,100
220,"d","Regionally (more than 100 miles but less","",,,,,,,,
220,"d"," than 500 miles)","farms",6,"(D)",182,32,337,38,-,-
220,"d","Nationally (500 miles or further)","farms",4,2,60,9,47,10,-,-
220,"d","Internationally","farms",-,-,18,"(Z)",9,"(Z)",-,-
220,"d","","",,,,,,,,
220,"d","OTHER MARKETING INFORMATION","",,,,,,,,
220,"d","","",,,,,,,,
220,"d","Sold products through community supported","",,,,,,,,
220,"d"," agriculture (CSA) shares","farms",13,"(X)",46,"(X)",92,"(X)",10,"(X)"
220,"d","Acquired sufficient amount of organic","",,,,,,,,
220,"d"," seed","farms",29,"(X)",272,"(X)",459,"(X)",18,"(X)"
220,"d","Had adequate organic production inputs","",,,,,,,,
220,"d"," available","farms",28,"(X)",390,"(X)",581,"(X)",20,"(X)"
220,"c",""
220,"c","--continued"
