418,"t","2014 Organic Survey: Released September 17, 2015, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
418,"t","Table 48.  Marketing Practices – Certified Organic Farms:  2014 (continued)"
418,"t","[For meaning of abbreviations and symbols, see introductory text.]"
418,"h","","","","","","","","","",""
418,"h","","","Delaware","Delaware","Florida","Florida","Georgia","Georgia","Hawaii","Hawaii"
418,"h","","","","","","","","","",""
418,"h","","","","Percent","","Percent","","Percent","","Percent"
418,"h","Item","","Farms","of sales","Farms","of sales","Farms","of sales","Farms","of sales"
418,"h","","","","","","","","","",""
418,"d","SALES OUTLETS","",,,,,,,,
418,"d","","",,,,,,,,
418,"d","Consumer direct sales","farms",4,15,82,16,75,27,74,27
418,"d","Direct-to-retail/Institutions sales","farms",-,-,54,5,41,19,70,38
418,"d","Wholesale market sales","farms",3,85,90,79,40,54,70,35
418,"d","","",,,,,,,,
418,"d","FIRST POINT OF SALES","",,,,,,,,
418,"d","","",,,,,,,,
418,"d","Locally (within 100 miles)","farms",5,"(D)",125,35,85,48,112,49
418,"d","Regionally (more than 100 miles but less","",,,,,,,,
418,"d"," than 500 miles)","farms",3,"(D)",56,27,20,38,25,"(D)"
418,"d","Nationally (500 miles or further)","farms",-,-,29,28,7,14,38,"(D)"
418,"d","Internationally","farms",-,-,5,10,-,-,13,"(D)"
418,"d","","",,,,,,,,
418,"d","OTHER MARKETING INFORMATION","",,,,,,,,
418,"d","","",,,,,,,,
418,"d","Sold products through community supported","",,,,,,,,
418,"d"," agriculture (CSA) shares","farms",-,"(X)",16,"(X)",16,"(X)",17,"(X)"
418,"d","Acquired sufficient amount of organic","",,,,,,,,
418,"d"," seed","farms",6,"(X)",74,"(X)",54,"(X)",66,"(X)"
418,"d","Had adequate organic production inputs","",,,,,,,,
418,"d"," available","farms",6,"(X)",102,"(X)",72,"(X)",94,"(X)"
418,"h","","","","","","","","","",""
418,"h","","","Idaho","Idaho","Illinois","Illinois","Indiana","Indiana","Iowa","Iowa"
418,"h","","","","","","","","","",""
418,"h","","","","Percent","","Percent","","Percent","","Percent"
418,"h","Item","","Farms","of sales","Farms","of sales","Farms","of sales","Farms","of sales"
418,"h","","","","","","","","","",""
418,"d","SALES OUTLETS","",,,,,,,,
418,"d","","",,,,,,,,
418,"d","Consumer direct sales","farms",57,"(D)",68,12,60,20,190,12
418,"d","Direct-to-retail/Institutions sales","farms",37,"(D)",32,3,18,17,70,2
418,"d","Wholesale market sales","farms",110,92,172,85,218,63,459,86
418,"d","","",,,,,,,,
418,"d","FIRST POINT OF SALES","",,,,,,,,
418,"d","","",,,,,,,,
418,"d","Locally (within 100 miles)","farms",116,"(D)",148,"(D)",164,39,444,57
418,"d","Regionally (more than 100 miles but less","",,,,,,,,
418,"d"," than 500 miles)","farms",67,"(D)",104,47,97,34,267,34
418,"d","Nationally (500 miles or further)","farms",39,37,33,"(D)",21,26,65,9
418,"d","Internationally","farms",2,"(D)",-,-,4,1,3,"(Z)"
418,"d","","",,,,,,,,
418,"d","OTHER MARKETING INFORMATION","",,,,,,,,
418,"d","","",,,,,,,,
418,"d","Sold products through community supported","",,,,,,,,
418,"d"," agriculture (CSA) shares","farms",5,"(X)",30,"(X)",4,"(X)",22,"(X)"
418,"d","Acquired sufficient amount of organic","",,,,,,,,
418,"d"," seed","farms",83,"(X)",165,"(X)",194,"(X)",444,"(X)"
418,"d","Had adequate organic production inputs","",,,,,,,,
418,"d"," available","farms",115,"(X)",198,"(X)",207,"(X)",489,"(X)"
418,"c",""
418,"c","--continued"
