426,"t","2014 Organic Survey: Released September 17, 2015, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
426,"t","Table 48.  Marketing Practices – Certified Organic Farms:  2014 (continued)"
426,"t","[For meaning of abbreviations and symbols, see introductory text.]"
426,"h","","","","","","","","","",""
426,"h","","","South Carolina","South Carolina","South Dakota","South Dakota","Tennessee","Tennessee","Texas","Texas"
426,"h","","","","","","","","","",""
426,"h","","","","Percent","","Percent","","Percent","","Percent"
426,"h","Item","","Farms","of sales","Farms","of sales","Farms","of sales","Farms","of sales"
426,"h","","","","","","","","","",""
426,"d","SALES OUTLETS","",,,,,,,,
426,"d","","",,,,,,,,
426,"d","Consumer direct sales","farms",33,"(D)",13,"(D)",18,"(D)",44,3
426,"d","Direct-to-retail/Institutions sales","farms",15,"(D)",2,"(D)",11,7,37,8
426,"d","Wholesale market sales","farms",13,"(D)",71,96,16,"(D)",146,89
426,"d","","",,,,,,,,
426,"d","FIRST POINT OF SALES","",,,,,,,,
426,"d","","",,,,,,,,
426,"d","Locally (within 100 miles)","farms",35,"(D)",27,"(D)",25,"(D)",129,25
426,"d","Regionally (more than 100 miles but less","",,,,,,,,
426,"d"," than 500 miles)","farms",6,"(D)",57,68,7,59,60,54
426,"d","Nationally (500 miles or further)","farms",2,"(D)",21,"(D)",2,"(D)",39,20
426,"d","Internationally","farms",-,-,-,-,-,-,13,1
426,"d","","",,,,,,,,
426,"d","OTHER MARKETING INFORMATION","",,,,,,,,
426,"d","","",,,,,,,,
426,"d","Sold products through community supported","",,,,,,,,
426,"d"," agriculture (CSA) shares","farms",12,"(X)",-,"(X)",7,"(X)",17,"(X)"
426,"d","Acquired sufficient amount of organic","",,,,,,,,
426,"d"," seed","farms",25,"(X)",47,"(X)",17,"(X)",78,"(X)"
426,"d","Had adequate organic production inputs","",,,,,,,,
426,"d"," available","farms",26,"(X)",61,"(X)",26,"(X)",120,"(X)"
426,"h","","","","","","","","","",""
426,"h","","","Utah","Utah","Vermont","Vermont","Virginia","Virginia","Washington","Washington"
426,"h","","","","","","","","","",""
426,"h","","","","Percent","","Percent","","Percent","","Percent"
426,"h","Item","","Farms","of sales","Farms","of sales","Farms","of sales","Farms","of sales"
426,"h","","","","","","","","","",""
426,"d","SALES OUTLETS","",,,,,,,,
426,"d","","",,,,,,,,
426,"d","Consumer direct sales","farms",30,5,278,17,61,9,292,13
426,"d","Direct-to-retail/Institutions sales","farms",9,2,167,12,37,6,182,13
426,"d","Wholesale market sales","farms",38,93,328,71,93,85,426,74
426,"d","","",,,,,,,,
426,"d","FIRST POINT OF SALES","",,,,,,,,
426,"d","","",,,,,,,,
426,"d","Locally (within 100 miles)","farms",45,31,359,40,121,72,537,41
426,"d","Regionally (more than 100 miles but less","",,,,,,,,
426,"d"," than 500 miles)","farms",25,63,237,54,37,21,215,31
426,"d","Nationally (500 miles or further)","farms",4,"(D)",70,6,8,"(D)",161,25
426,"d","Internationally","farms",2,"(D)",6,"(Z)",1,"(D)",61,3
426,"d","","",,,,,,,,
426,"d","OTHER MARKETING INFORMATION","",,,,,,,,
426,"d","","",,,,,,,,
426,"d","Sold products through community supported","",,,,,,,,
426,"d"," agriculture (CSA) shares","farms",2,"(X)",74,"(X)",20,"(X)",79,"(X)"
426,"d","Acquired sufficient amount of organic","",,,,,,,,
426,"d"," seed","farms",32,"(X)",263,"(X)",94,"(X)",292,"(X)"
426,"d","Had adequate organic production inputs","",,,,,,,,
426,"d"," available","farms",47,"(X)",357,"(X)",102,"(X)",488,"(X)"
426,"c",""
426,"c","--continued"
