402,"t","2014 Organic Survey: Released September 17, 2015, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
402,"t","Table 44.  Selected Farm Programs – Certified Organic Farms:  2014 (continued)"
402,"t","[For meaning of abbreviations and symbols, see introductory text.]"
402,"h","","","","","","",""
402,"h","","Reason why crop insurance was not purchased","Reason why crop insurance was not purchased","Reason why crop insurance was not purchased","Reason why crop insurance was not purchased","Reason why crop insurance was not purchased","Reason why crop insurance was not purchased"
402,"h","","","","","","",""
402,"h","","Too expensive","Too expensive","Unfamiliar with crop insurance","Unfamiliar with crop insurance","Other","Other"
402,"h","","","","","","",""
402,"h","","","Percent of","","Percent of","","Percent of"
402,"h","Geographic area","Farms","farms","Farms","farms","Farms","farms"
402,"h","","","","","","",""
402,"d","United States",1828,22,2059,24,4531,54
402,"d","",,,,,,
402,"d","Alabama",-,-,3,27,8,73
402,"d","Alaska",2,33,2,34,2,33
402,"d","Arizona",10,21,12,25,26,54
402,"d","Arkansas",-,-,7,39,11,61
402,"d","California",408,28,447,30,624,42
402,"d","",,,,,,
402,"d","Colorado",19,21,17,19,54,60
402,"d","Connecticut",15,25,17,28,28,47
402,"d","Delaware",2,33,-,-,4,67
402,"d","Florida",30,35,24,29,31,36
402,"d","Georgia",14,24,17,29,27,47
402,"d","",,,,,,
402,"d","Hawaii",20,24,27,32,37,44
402,"d","Idaho",47,41,25,21,45,38
402,"d","Illinois",33,25,22,17,76,58
402,"d","Indiana",22,17,20,16,84,67
402,"d","Iowa",47,10,68,15,336,75
402,"d","",,,,,,
402,"d","Kansas",10,30,2,6,21,64
402,"d","Kentucky",11,22,11,22,28,56
402,"d","Louisiana",2,22,2,22,5,56
402,"d","Maine",73,20,133,37,158,43
402,"d","Maryland",5,5,46,45,52,50
402,"d","",,,,,,
402,"d","Massachusetts",24,24,33,34,41,42
402,"d","Michigan",42,28,29,20,77,52
402,"d","Minnesota",66,19,44,13,238,68
402,"d","Mississippi",2,29,2,28,3,43
402,"d","Missouri",11,9,18,14,99,77
402,"d","",,,,,,
402,"d","Montana",28,30,16,17,48,53
402,"d","Nebraska",25,27,8,8,61,65
402,"d","Nevada",10,48,7,33,4,19
402,"d","New Hampshire",16,19,23,28,44,53
402,"d","New Jersey",9,15,36,61,14,24
402,"d","",,,,,,
402,"d","New Mexico",13,21,18,28,32,51
402,"d","New York",102,15,143,21,444,64
402,"d","North Carolina",29,26,27,25,53,49
402,"d","North Dakota",12,25,5,11,30,64
402,"d","Ohio",21,7,73,26,191,67
402,"d","",,,,,,
402,"d","Oklahoma",6,35,10,59,1,6
402,"d","Oregon",88,28,96,31,126,41
402,"d","Pennsylvania",40,9,160,37,237,54
402,"d","Rhode Island",4,21,7,37,8,42
402,"d","South Carolina",10,55,3,17,5,28
402,"d","",,,,,,
402,"d","South Dakota",11,26,3,7,29,67
402,"d","Tennessee",7,39,3,17,8,44
402,"d","Texas",37,45,11,13,35,42
402,"d","Utah",15,38,2,5,23,57
402,"d","Vermont",81,23,106,31,159,46
402,"d","",,,,,,
402,"d","Virginia",18,24,17,23,40,53
402,"d","Washington",141,33,103,24,183,43
402,"d","West Virginia",3,60,2,40,-,-
402,"d","Wisconsin",178,18,150,16,631,66
402,"d","Wyoming",9,43,2,9,10,48
402,"c",""
