420,"t","2014 Organic Survey: Released September 17, 2015, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
420,"t","Table 48.  Marketing Practices – Certified Organic Farms:  2014 (continued)"
420,"t","[For meaning of abbreviations and symbols, see introductory text.]"
420,"h","","","","","","","","","",""
420,"h","","","Kansas","Kansas","Kentucky","Kentucky","Louisiana","Louisiana","Maine","Maine"
420,"h","","","","","","","","","",""
420,"h","","","","Percent","","Percent","","Percent","","Percent"
420,"h","Item","","Farms","of sales","Farms","of sales","Farms","of sales","Farms","of sales"
420,"h","","","","","","","","","",""
420,"d","SALES OUTLETS","",,,,,,,,
420,"d","","",,,,,,,,
420,"d","Consumer direct sales","farms",24,11,43,16,7,"(D)",283,"(D)"
420,"d","Direct-to-retail/Institutions sales","farms",12,4,17,9,5,2,193,25
420,"d","Wholesale market sales","farms",60,85,52,75,7,"(D)",262,"(D)"
420,"d","","",,,,,,,,
420,"d","FIRST POINT OF SALES","",,,,,,,,
420,"d","","",,,,,,,,
420,"d","Locally (within 100 miles)","farms",47,"(D)",68,68,10,"(D)",354,"(D)"
420,"d","Regionally (more than 100 miles but less","",,,,,,,,
420,"d"," than 500 miles)","farms",41,48,14,26,6,90,122,35
420,"d","Nationally (500 miles or further)","farms",23,32,12,6,1,"(D)",32,"(D)"
420,"d","Internationally","farms",1,"(D)",-,-,-,-,35,20
420,"d","","",,,,,,,,
420,"d","OTHER MARKETING INFORMATION","",,,,,,,,
420,"d","","",,,,,,,,
420,"d","Sold products through community supported","",,,,,,,,
420,"d"," agriculture (CSA) shares","farms",4,"(X)",11,"(X)",3,"(X)",116,"(X)"
420,"d","Acquired sufficient amount of organic","",,,,,,,,
420,"d"," seed","farms",37,"(X)",55,"(X)",10,"(X)",223,"(X)"
420,"d","Had adequate organic production inputs","",,,,,,,,
420,"d"," available","farms",58,"(X)",70,"(X)",7,"(X)",303,"(X)"
420,"h","","","","","","","","","",""
420,"h","","","Maryland","Maryland","Massachusetts","Massachusetts","Michigan","Michigan","Minnesota","Minnesota"
420,"h","","","","","","","","","",""
420,"h","","","","Percent","","Percent","","Percent","","Percent"
420,"h","Item","","Farms","of sales","Farms","of sales","Farms","of sales","Farms","of sales"
420,"h","","","","","","","","","",""
420,"d","SALES OUTLETS","",,,,,,,,
420,"d","","",,,,,,,,
420,"d","Consumer direct sales","farms",81,14,98,22,107,"(D)",131,10
420,"d","Direct-to-retail/Institutions sales","farms",37,4,79,13,39,"(D)",63,4
420,"d","Wholesale market sales","farms",36,82,39,65,226,76,384,86
420,"d","","",,,,,,,,
420,"d","FIRST POINT OF SALES","",,,,,,,,
420,"d","","",,,,,,,,
420,"d","Locally (within 100 miles)","farms",101,42,124,51,241,24,360,47
420,"d","Regionally (more than 100 miles but less","",,,,,,,,
420,"d"," than 500 miles)","farms",24,56,19,41,96,63,207,42
420,"d","Nationally (500 miles or further)","farms",3,"(D)",12,8,40,12,43,"(D)"
420,"d","Internationally","farms",1,"(D)",-,-,10,1,1,"(D)"
420,"d","","",,,,,,,,
420,"d","OTHER MARKETING INFORMATION","",,,,,,,,
420,"d","","",,,,,,,,
420,"d","Sold products through community supported","",,,,,,,,
420,"d"," agriculture (CSA) shares","farms",29,"(X)",48,"(X)",32,"(X)",24,"(X)"
420,"d","Acquired sufficient amount of organic","",,,,,,,,
420,"d"," seed","farms",74,"(X)",83,"(X)",210,"(X)",354,"(X)"
420,"d","Had adequate organic production inputs","",,,,,,,,
420,"d"," available","farms",89,"(X)",107,"(X)",230,"(X)",387,"(X)"
420,"c",""
420,"c","--continued"
